(4582, 5),
(4582, 8),
(4811, 16),
(4811, 7),
(4811, 28),
(4811, 27),
(4811, 2),
(4811, 24),
(4811, 1),
(4811, 47),
(4811, 34),
(4811, 32),
(4811, 41),
(4811, 26),
(4811, 52),
(4811, 8),
(9279, 39),
(9279, 32),
(9279, 16),
(9279, 28),
(9279, 7),
(9279, 27),
(9279, 47),
(9279, 36),
(9279, 34),
(9279, 26),
(9279, 11),
(9279, 48),
(9279, 8),
(1434, 39),
(1434, 15),
(1434, 16),
(1434, 28),
(1434, 7),
(1434, 36),
(1434, 27),
(1434, 47),
(1434, 24),
(1434, 48),
(1434, 32),
(1434, 34),
(1434, 2),
(1434, 26),
(1434, 11),
(1434, 8),
(4257, 46),
(4257, 16),
(4257, 28),
(4257, 31),
(4257, 2),
(4257, 36),
(4257, 24),
(4257, 27),
(4257, 34),
(9928, 16),
(9928, 28),
(9928, 2),
(9928, 24),
(9928, 27),
(9928, 8),
(7873, 34),
(7873, 39),
(7873, 15),
(7873, 32),
(7873, 16),
(7873, 28),
(7873, 7),
(7873, 36),
(7873, 1),
(7873, 27),
(7873, 0),
(7873, 42),
(7873, 24),
(7873, 47),
(7873, 48),
(7873, 6),
(7873, 2),
(7873, 21),
(7873, 52),
(7873, 41),
(7873, 26),
(7873, 46),
(7873, 8),
(4611, 39),
(4611, 15),
(4611, 32),
(4611, 2),
(4611, 16),
(4611, 7),
(4611, 28),
(4611, 1),
(4611, 27),
(4611, 21),
(4611, 24),
(4611, 36),
(4611, 47),
(4611, 48),
(4611, 34),
(4611, 26),
(4611, 11),
(4611, 52),
(4611, 8),
(8359, 39),
(8359, 15),
(8359, 32),
(8359, 16),
(8359, 28),
(8359, 9),
(8359, 7),
(8359, 1),
(8359, 27),
(8359, 8),
(8359, 24),
(8359, 47),
(8359, 48),
(8359, 34),
(8359, 45),
(8359, 2),
(8359, 52),
(8359, 26),
(5557, 39),
(5557, 16),
(5557, 28),
(5557, 7),
(5557, 21),
(5557, 47),
(5557, 5),
(5557, 32),
(5557, 34),
(5557, 41),
(5557, 27),
(5557, 26),
(5557, 8),
(1106, 39),
(1106, 2),
(1106, 15),
(1106, 28),
(1106, 32),
(1106, 16),
(1106, 21),
(1106, 36),
(1106, 7),
(1106, 1),
(1106, 48),
(1106, 8),
(1106, 24),
(1106, 47),
(1106, 6),
(1106, 34),
(1106, 27),
(1106, 52),
(1106, 26),
(1106, 11),
(3615, 39),
(3615, 32),
(3615, 28),
(3615, 36),
(3615, 7),
(3615, 1),
(3615, 27),
(3615, 21),
(3615, 16),
(3615, 24),
(3615, 48),
(3615, 34),
(3615, 31),
(3615, 52),
(3615, 26),
(3615, 15),
(3615, 11),
(3615, 2),
(3615, 8),
(7924, 39),
(7924, 16),
(7924, 28),
(7924, 7),
(7924, 36),
(7924, 27),
(7924, 4),
(7924, 24),
(7924, 32),
(7924, 34),
(7924, 2),
(7924, 26),
(7924, 11),
(7924, 46),
(7924, 8),
(6574, 39),
(6574, 15),
(6574, 28),
(6574, 16),
(6574, 7),
(6574, 27),
(6574, 2),
(6574, 24),
(6574, 36),
(6574, 48),
(6574, 47),
(6574, 32),
(6574, 34),
(6574, 26),
(6574, 8),
(5552, 39),
(5552, 26),
(5552, 46),
(5552, 28),
(5552, 16),
(5552, 34),
(5552, 7),
(5552, 36),
(5552, 24),
(5552, 27),
(5552, 8),
(3547, 16),
(3547, 28),
(3547, 36),
(3547, 24),
(3547, 27),
(3547, 34),
(4527, 39),
(4527, 15),
(4527, 32),
(4527, 16),
(4527, 28),
(4527, 7),
(4527, 36),
(4527, 27),
(4527, 24),
(4527, 48),
(4527, 20),
(4527, 34),
(4527, 2),
(4527, 21),
(4527, 51),
(4527, 26),
(4527, 11),
(4527, 46),
(4527, 8),
(6514, 39),
(6514, 15),
(6514, 32),
(6514, 16),
(6514, 28),
(6514, 7),
(6514, 36),
(6514, 27),
(6514, 24),
(6514, 47),
(6514, 48),
(6514, 20),
(6514, 34),
(6514, 2),
(6514, 21),
(6514, 51),
(6514, 26),
(6514, 11),
(6514, 8),
(2674, 39),
(2674, 15),
(2674, 32),
(2674, 16),
(2674, 28),
(2674, 7),
(2674, 36),
(2674, 27),
(2674, 24),
(2674, 48),
(2674, 34),
(2674, 31),
(2674, 2),
(2674, 21),
(2674, 51),
(2674, 26),
(2674, 11),
(2674, 8),
(2519, 39),
(2519, 15),
(2519, 32),
(2519, 16),
(2519, 28),
(2519, 7),
(2519, 36),
(2519, 27),
(2519, 24),
(2519, 48),
(2519, 20),
(2519, 34),
(2519, 2),
(2519, 21),
(2519, 51),
(2519, 26),
(2519, 11),
(2519, 8),
(7224, 39),
(7224, 26),
(7224, 16),
(7224, 28),
(7224, 34),
(7224, 7),
(7224, 36),
(7224, 24),
(7224, 27),
(7224, 8),
(2584, 39),
(2584, 15),
(2584, 32),
(2584, 16),
(2584, 28),
(2584, 7),
(2584, 36),
(2584, 27),
(2584, 24),
(2584, 48),
(2584, 34),
(2584, 2),
(2584, 21),
(2584, 51),
(2584, 26),
(2584, 11),
(2584, 8),
(6881, 39),
(6881, 45),
(6881, 16),
(6881, 28),
(6881, 7),
(6881, 27),
(6881, 47),
(6881, 2),
(6881, 5),
(6881, 24),
(6881, 34),
(6881, 31),
(6881, 26),
(6881, 8),
(6635, 39),
(6635, 32),
(6635, 16),
(6635, 28),
(6635, 7),
(6635, 27),
(6635, 21),
(6635, 2),
(6635, 48),
(6635, 24),
(6635, 47),
(6635, 34),
(6635, 26),
(6635, 8),
(5333, 39),
(5333, 16),
(5333, 28),
(5333, 7),
(5333, 36),
(5333, 27),
(5333, 47),
(5333, 24),
(5333, 32),
(5333, 34),
(5333, 2),
(5333, 41),
(5333, 26),
(5333, 8),
(1711, 39),
(1711, 15),
(1711, 16),
(1711, 28),
(1711, 36),
(1711, 7),
(1711, 27),
(1711, 47),
(1711, 24),
(1711, 48),
(1711, 6),
(1711, 32),
(1711, 34),
(1711, 2),
(1711, 51),
(1711, 26),
(1711, 8),
(8527, 39),
(8527, 15),
(8527, 16),
(8527, 28),
(8527, 7),
(8527, 36),
(8527, 27),
(8527, 2),
(8527, 24),
(8527, 48),
(8527, 47),
(8527, 32),
(8527, 34),
(8527, 26),
(8527, 11),
(8527, 8),
(9785, 39),
(9785, 32),
(9785, 36),
(9785, 16),
(9785, 21),
(9785, 28),
(9785, 7),
(9785, 1),
(9785, 27),
(9785, 2),
(9785, 47),
(9785, 34),
(9785, 52),
(9785, 41),
(9785, 26),
(9785, 11),
(9785, 8),
(3045, 26),
(3045, 16),
(3045, 34),
(3045, 7),
(3045, 27),
(3045, 8),
(7201, 39),
(7201, 32),
(7201, 16),
(7201, 28),
(7201, 7),
(7201, 1),
(7201, 27),
(7201, 21),
(7201, 42),
(7201, 51),
(7201, 5),
(7201, 34),
(7201, 45),
(7201, 31),
(7201, 52),
(7201, 26),
(7201, 2),
(7201, 8),
(2291, 39),
(2291, 28),
(2291, 15),
(2291, 32),
(2291, 36),
(2291, 16),
(2291, 7),
(2291, 1),
(2291, 27),
(2291, 24),
(2291, 47),
(2291, 48),
(2291, 34),
(2291, 52),
(2291, 26),
(2291, 2),
(2291, 11),
(2291, 8),
(5803, 39),
(5803, 15),
(5803, 16),
(5803, 28),
(5803, 7),
(5803, 36),
(5803, 27),
(5803, 2),
(5803, 24),
(5803, 48),
(5803, 32),
(5803, 34),
(5803, 26),
(5803, 11),
(5803, 8),
(6925, 39),
(6925, 15),
(6925, 32),
(6925, 28),
(6925, 7),
(6925, 1),
(6925, 27),
(6925, 21),
(6925, 42),
(6925, 51),
(6925, 16),
(6925, 24),
(6925, 5),
(6925, 34),
(6925, 45),
(6925, 31),
(6925, 52),
(6925, 26),
(6925, 2),
(6925, 8),
(4150, 39),
(4150, 15),
(4150, 45),
(4150, 32),
(4150, 28),
(4150, 36),
(4150, 7),
(4150, 1),
(4150, 27),
(4150, 2),
(4150, 5),
(4150, 16),
(4150, 24),
(4150, 40),
(4150, 21),
(4150, 34),
(4150, 52),
(4150, 26),
(4150, 11),
(4150, 48),
(4150, 8),
(2139, 39),
(2139, 15),
(2139, 32),
(2139, 16),
(2139, 2),
(2139, 21),
(2139, 28),
(2139, 36),
(2139, 7),
(2139, 1),
(2139, 48),
(2139, 24),
(2139, 47),
(2139, 6),
(2139, 34),
(2139, 52),
(2139, 51),
(2139, 26),
(2139, 27),
(2139, 11),
(2139, 8),
(1750, 39),
(1750, 15),
(1750, 45),
(1750, 16),
(1750, 21),
(1750, 28),
(1750, 36),
(1750, 7),
(1750, 1),
(1750, 27),
(1750, 24),
(1750, 47),
(1750, 6),
(1750, 5),
(1750, 2),
(1750, 34),
(1750, 32),
(1750, 48),
(1750, 31),
(1750, 52),
(1750, 26),
(1750, 11),
(1750, 8),
(4733, 16),
(4733, 28),
(4733, 2),
(4733, 24),
(4733, 27),
(4733, 8),
(5741, 39),
(5741, 15),
(5741, 16),
(5741, 28),
(5741, 7),
(5741, 36),
(5741, 27),
(5741, 24),
(5741, 48),
(5741, 6),
(5741, 32),
(5741, 34),
(5741, 2),
(5741, 26),
(5741, 8),
(2307, 39),
(2307, 48),
(2307, 32),
(2307, 16),
(2307, 28),
(2307, 7),
(2307, 1),
(2307, 27),
(2307, 21),
(2307, 42),
(2307, 2),
(2307, 51),
(2307, 24),
(2307, 5),
(2307, 34),
(2307, 45),
(2307, 31),
(2307, 52),
(2307, 26),
(2307, 11),
(2307, 8),
(4814, 39),
(4814, 15),
(4814, 45),
(4814, 36),
(4814, 16),
(4814, 2),
(4814, 28),
(4814, 7),
(4814, 27),
(4814, 42),
(4814, 5),
(4814, 24),
(4814, 40),
(4814, 48),
(4814, 32),
(4814, 34),
(4814, 26),
(4814, 11),
(4814, 46),
(4814, 8),
(2654, 34),
(2654, 39),
(2654, 15),
(2654, 32),
(2654, 1),
(2654, 16),
(2654, 28),
(2654, 27),
(2654, 36),
(2654, 24),
(2654, 7),
(2654, 48),
(2654, 52),
(2654, 26),
(2654, 2),
(2654, 11),
(2654, 21),
(2654, 8),
(7227, 39),
(7227, 26),
(7227, 16),
(7227, 28),
(7227, 32),
(7227, 34),
(7227, 7),
(7227, 2),
(7227, 36),
(7227, 24),
(7227, 27),
(7227, 40),
(8428, 39),
(8428, 15),
(8428, 16),
(8428, 28),
(8428, 7),
(8428, 27),
(8428, 2),
(8428, 5),
(8428, 24),
(8428, 48),
(8428, 32),
(8428, 34),
(8428, 41),
(8428, 26),
(8428, 8),
(6977, 39),
(6977, 16),
(6977, 36),
(6977, 28),
(6977, 27),
(6977, 47),
(6977, 24),
(6977, 32),
(6977, 34),
(6977, 2),
(6977, 26),
(6977, 11),
(6977, 5),
(6977, 8),
(3664, 39),
(3664, 15),
(3664, 16),
(3664, 28),
(3664, 7),
(3664, 27),
(3664, 1),
(3664, 36),
(3664, 24),
(3664, 48),
(3664, 32),
(3664, 34),
(3664, 2),
(3664, 26),
(3664, 11),
(3664, 46),
(3664, 8),
(7065, 39),
(7065, 48),
(7065, 16),
(7065, 21),
(7065, 28),
(7065, 27),
(7065, 51),
(7065, 5),
(7065, 24),
(7065, 36),
(7065, 2),
(7065, 15),
(7065, 32),
(7065, 34),
(7065, 26),
(7065, 8),
(6820, 39),
(6820, 26),
(6820, 28),
(6820, 16),
(6820, 7),
(6820, 2),
(6820, 36),
(6820, 24),
(6820, 27),
(6820, 34),
(6820, 8),
(4432, 39),
(4432, 48),
(4432, 15),
(4432, 32),
(4432, 36),
(4432, 16),
(4432, 28),
(4432, 7),
(4432, 27),
(4432, 21),
(4432, 2),
(4432, 24),
(4432, 34),
(4432, 52),
(4432, 26),
(4432, 11),
(4432, 1),
(4432, 8),
(5374, 39),
(5374, 15),
(5374, 16),
(5374, 28),
(5374, 7),
(5374, 36),
(5374, 27),
(5374, 5),
(5374, 24),
(5374, 48),
(5374, 32),
(5374, 34),
(5374, 2),
(5374, 26),
(5374, 11),
(5374, 8),
(2169, 39),
(2169, 45),
(2169, 28),
(2169, 36),
(2169, 7),
(2169, 27),
(2169, 2),
(2169, 51),
(2169, 16),
(2169, 21),
(2169, 24),
(2169, 47),
(2169, 48),
(2169, 15),
(2169, 34),
(2169, 32),
(2169, 52),
(2169, 26),
(2169, 11),
(2169, 46),
(2169, 8),
(3803, 39),
(3803, 15),
(3803, 16),
(3803, 28),
(3803, 7),
(3803, 36),
(3803, 27),
(3803, 24),
(3803, 48),
(3803, 32),
(3803, 34),
(3803, 41),
(3803, 26),
(3803, 11),
(3803, 8),
(9751, 39),
(9751, 15),
(9751, 16),
(9751, 28),
(9751, 27),
(9751, 36),
(9751, 24),
(9751, 48),
(9751, 47),
(9751, 32),
(9751, 34),
(9751, 41),
(9751, 26),
(9751, 8),
(5010, 39),
(5010, 15),
(5010, 32),
(5010, 16),
(5010, 28),
(5010, 27),
(5010, 48),
(5010, 36),
(5010, 24),
(5010, 47),
(5010, 34),
(5010, 26),
(5010, 8),
(3677, 39),
(3677, 15),
(3677, 36),
(3677, 16),
(3677, 28),
(3677, 27),
(3677, 48),
(3677, 24),
(3677, 47),
(3677, 32),
(3677, 34),
(3677, 26),
(3677, 8),
(8573, 39),
(8573, 15),
(8573, 45),
(8573, 28),
(8573, 16),
(8573, 7),
(8573, 36),
(8573, 51),
(8573, 27),
(8573, 24),
(8573, 40),
(8573, 47),
(8573, 2),
(8573, 48),
(8573, 6),
(8573, 32),
(8573, 34),
(8573, 26),
(8573, 46),
(8573, 8),
(7216, 34),
(7216, 39),
(7216, 32),
(7216, 16),
(7216, 21),
(7216, 28),
(7216, 45),
(7216, 7),
(7216, 27),
(7216, 15),
(7216, 8),
(7216, 36),
(7216, 24),
(7216, 47),
(7216, 48),
(7216, 52),
(7216, 1),
(7216, 41),
(7216, 26),
(7216, 0),
(5422, 39),
(5422, 45),
(5422, 16),
(5422, 21),
(5422, 28),
(5422, 7),
(5422, 27),
(5422, 51),
(5422, 34),
(5422, 32),
(5422, 52),
(5422, 41),
(5422, 26),
(5422, 11),
(5422, 8),
(4598, 39),
(4598, 16),
(4598, 28),
(4598, 7),
(4598, 36),
(4598, 27),
(4598, 47),
(4598, 24),
(4598, 32),
(4598, 34),
(4598, 2),
(4598, 26),
(4598, 8),
(6313, 16),
(6313, 28),
(6313, 2),
(6313, 36),
(6313, 24),
(6313, 27),
(6313, 34),
(6313, 40),
(1916, 39),
(1916, 15),
(1916, 16),
(1916, 28),
(1916, 36),
(1916, 7),
(1916, 27),
(1916, 51),
(1916, 5),
(1916, 2),
(1916, 24),
(1916, 47),
(1916, 48),
(1916, 6),
(1916, 20),
(1916, 32),
(1916, 34),
(1916, 31),
(1916, 26),
(1916, 11),
(1916, 8),
(4752, 39),
(4752, 28),
(4752, 7),
(4752, 1),
(4752, 16),
(4752, 24),
(4752, 5),
(4752, 34),
(4752, 32),
(4752, 52),
(4752, 41),
(4752, 2),
(4752, 26),
(4752, 27),
(4752, 11),
(4752, 21),
(4752, 8),
(1525, 39),
(1525, 15),
(1525, 16),
(1525, 28),
(1525, 7),
(1525, 36),
(1525, 27),
(1525, 24),
(1525, 48),
(1525, 32),
(1525, 34),
(1525, 31),
(1525, 2),
(1525, 26),
(1525, 46),
(1525, 8),
(6168, 39),
(6168, 15),
(6168, 16),
(6168, 28),
(6168, 7),
(6168, 36),
(6168, 27),
(6168, 2),
(6168, 24),
(6168, 32),
(6168, 34),
(6168, 26),
(6168, 11),
(6168, 48),
(6168, 8),
(7572, 16),
(7572, 28),
(7572, 7),
(7572, 27),
(7572, 51),
(7572, 32),
(7572, 34),
(7572, 2),
(7572, 26),
(7572, 8),
(5386, 24),
(5386, 26),
(5386, 16),
(5386, 2),
(5386, 28),
(5386, 32),
(5386, 34),
(5386, 45),
(5386, 7),
(5386, 27),
(5386, 8),
(2084, 39),
(2084, 15),
(2084, 16),
(2084, 28),
(2084, 7),
(2084, 27),
(2084, 2),
(2084, 24),
(2084, 34),
(2084, 26),
(2084, 46),
(2084, 48),
(2084, 8),
(4456, 39),
(4456, 15),
(4456, 16),
(4456, 28),
(4456, 7),
(4456, 36),
(4456, 27),
(4456, 24),
(4456, 47),
(4456, 32),
(4456, 34),
(4456, 26),
(4456, 11),
(4456, 48),
(4456, 8),
(6155, 39),
(6155, 15),
(6155, 16),
(6155, 28),
(6155, 7),
(6155, 36),
(6155, 27),
(6155, 24),
(6155, 48),
(6155, 32),
(6155, 34),
(6155, 31),
(6155, 2),
(6155, 26),
(6155, 8),
(4483, 39),
(4483, 16),
(4483, 28),
(4483, 7),
(4483, 36),
(4483, 53),
(4483, 27),
(4483, 6),
(4483, 47),
(4483, 9),
(4483, 24),
(4483, 52),
(4483, 34),
(4483, 32),
(4483, 31),
(4483, 2),
(4483, 26),
(4483, 49),
(4483, 8),
(9179, 39),
(9179, 16),
(9179, 28),
(9179, 7),
(9179, 36),
(9179, 27),
(9179, 5),
(9179, 24),
(9179, 32),
(9179, 34),
(9179, 2),
(9179, 26),
(9179, 8),
(7482, 16),
(7482, 28),
(7482, 2),
(7482, 36),
(7482, 24),
(7482, 27),
(7482, 34),
(8517, 39),
(8517, 26),
(8517, 46),
(8517, 16),
(8517, 28),
(8517, 2),
(8517, 36),
(8517, 24),
(8517, 27),
(8517, 34),
(8517, 8),
(3340, 39),
(3340, 45),
(3340, 32),
(3340, 24),
(3340, 16),
(3340, 28),
(3340, 7),
(3340, 36),
(3340, 27),
(3340, 5),
(3340, 8),
(3340, 15),
(3340, 47),
(3340, 6),
(3340, 34),
(3340, 2),
(3340, 41),
(3340, 26),
(3340, 11),
(5339, 39),
(5339, 15),
(5339, 16),
(5339, 36),
(5339, 27),
(5339, 47),
(5339, 24),
(5339, 32),
(5339, 34),
(5339, 26),
(5339, 28),
(5339, 48),
(5339, 8),
(3287, 39),
(3287, 32),
(3287, 16),
(3287, 28),
(3287, 7),
(3287, 27),
(3287, 34),
(3287, 2),
(3287, 52),
(3287, 41),
(3287, 26),
(3287, 11),
(3287, 8),
(5040, 39),
(5040, 28),
(5040, 36),
(5040, 45),
(5040, 7),
(5040, 1),
(5040, 27),
(5040, 21),
(5040, 2),
(5040, 42),
(5040, 16),
(5040, 15),
(5040, 6),
(5040, 24),
(5040, 9),
(5040, 47),
(5040, 48),
(5040, 34),
(5040, 32),
(5040, 26),
(5040, 11),
(5040, 52),
(5040, 8),
(9830, 39),
(9830, 15),
(9830, 16),
(9830, 28),
(9830, 7),
(9830, 36),
(9830, 27),
(9830, 24),
(9830, 48),
(9830, 47),
(9830, 6),
(9830, 32),
(9830, 34),
(9830, 2),
(9830, 41),
(9830, 26),
(9830, 11),
(9830, 46),
(9830, 8),
(5304, 16),
(5304, 2),
(5304, 36),
(5304, 24),
(5304, 27),
(5304, 34),
(5304, 8),
(8019, 39),
(8019, 15),
(8019, 16),
(8019, 28),
(8019, 7),
(8019, 27),
(8019, 5),
(8019, 24),
(8019, 48),
(8019, 32),
(8019, 34),
(8019, 2),
(8019, 26),
(8019, 11),
(8019, 8),
(7543, 39),
(7543, 40),
(7543, 26),
(7543, 11),
(7543, 16),
(7543, 28),
(7543, 7),
(7543, 2),
(7543, 36),
(7543, 24),
(7543, 27),
(7543, 34),
(7543, 8),
(6930, 39),
(6930, 16),
(6930, 28),
(6930, 7),
(6930, 36),
(6930, 4),
(6930, 27),
(6930, 24),
(6930, 47),
(6930, 32),
(6930, 34),
(6930, 2),
(6930, 26),
(6930, 48),
(4593, 34),
(4593, 39),
(4593, 45),
(4593, 15),
(4593, 32),
(4593, 28),
(4593, 48),
(4593, 7),
(4593, 1),
(4593, 27),
(4593, 16),
(4593, 36),
(4593, 24),
(4593, 2),
(4593, 5),
(4593, 52),
(4593, 26),
(4593, 11),
(4593, 21),
(4593, 8),
(3266, 46),
(3266, 16),
(3266, 7),
(3266, 36),
(3266, 24),
(3266, 27),
(3266, 34),
(3266, 8),
(9348, 39),
(9348, 26),
(9348, 16),
(9348, 28),
(9348, 34),
(9348, 2),
(9348, 36),
(9348, 24),
(9348, 27),
(9085, 34),
(9085, 39),
(9085, 16),
(9085, 28),
(9085, 7),
(9085, 27),
(9085, 1),
(9085, 47),
(9085, 36),
(9085, 32),
(9085, 52),
(9085, 26),
(9085, 11),
(9085, 8),
(2489, 39),
(2489, 15),
(2489, 16),
(2489, 28),
(2489, 7),
(2489, 36),
(2489, 27),
(2489, 24),
(2489, 47),
(2489, 48),
(2489, 32),
(2489, 34),
(2489, 2),
(2489, 26),
(2489, 11),
(2489, 8),
(1771, 39),
(1771, 15),
(1771, 45),
(1771, 16),
(1771, 28),
(1771, 7),
(1771, 36),
(1771, 27),
(1771, 51),
(1771, 5),
(1771, 24),
(1771, 40),
(1771, 48),
(1771, 32),
(1771, 34),
(1771, 2),
(1771, 26),
(1771, 11),
(1771, 8),
(2796, 34),
(2796, 39),
(2796, 45),
(2796, 15),
(2796, 32),
(2796, 36),
(2796, 16),
(2796, 7),
(2796, 28),
(2796, 1),
(2796, 27),
(2796, 24),
(2796, 48),
(2796, 52),
(2796, 26),
(2796, 11),
(2796, 21),
(2796, 2),
(2796, 5),
(2796, 8),
(3504, 16),
(3504, 28),
(3504, 36),
(3504, 27),
(3504, 24),
(3504, 32),
(3504, 26),
(3504, 48),
(3504, 34),
(3504, 8),
(3621, 26),
(3621, 16),
(3621, 28),
(3621, 31),
(3621, 2),
(3621, 24),
(3621, 27),
(7916, 40),
(7916, 26),
(7916, 16),
(7916, 28),
(7916, 2),
(7916, 36),
(7916, 24),
(7916, 27),
(7916, 34),
(7916, 8),
(2040, 0),
(2040, 15),
(2040, 16),
(2040, 28),
(2040, 7),
(2040, 36),
(2040, 27),
(2040, 24),
(2040, 40),
(2040, 32),
(2040, 2),
(2040, 46),
(2040, 48),
(2040, 34),
(2040, 8),
(7304, 39),
(7304, 15),
(7304, 16),
(7304, 28),
(7304, 7),
(7304, 36),
(7304, 27),
(7304, 5),
(7304, 24),
(7304, 48),
(7304, 32),
(7304, 34),
(7304, 2),
(7304, 26),
(7304, 11),
(7304, 8),
(7252, 39),
(7252, 40),
(7252, 26),
(7252, 16),
(7252, 28),
(7252, 34),
(7252, 7),
(7252, 2),
(7252, 36),
(7252, 24),
(7252, 27),
(7252, 8),
(8668, 11),
(8668, 36),
(8668, 24),
(8668, 34),
(9669, 39),
(9669, 15),
(9669, 28),
(9669, 16),
(9669, 7),
(9669, 53),
(9669, 36),
(9669, 27),
(9669, 2),
(9669, 24),
(9669, 47),
(9669, 48),
(9669, 6),
(9669, 32),
(9669, 34),
(9669, 51),
(9669, 26),
(9669, 11),
(9669, 46),
(9669, 8),
(5119, 39),
(5119, 32),
(5119, 48),
(5119, 16),
(5119, 28),
(5119, 7),
(5119, 1),
(5119, 27),
(5119, 42),
(5119, 24),
(5119, 36),
(5119, 5),
(5119, 15),
(5119, 34),
(5119, 45),
(5119, 21),
(5119, 31),
(5119, 52),
(5119, 51),
(5119, 2),
(5119, 26),
(5119, 11),
(5119, 8),
(1188, 39),
(1188, 15),
(1188, 28),
(1188, 16),
(1188, 7),
(1188, 36),
(1188, 27),
(1188, 47),
(1188, 2),
(1188, 24),
(1188, 34),
(1188, 32),
(1188, 31),
(1188, 26),
(1188, 11),
(1188, 48),
(1188, 8),
(2876, 39),
(2876, 15),
(2876, 32),
(2876, 16),
(2876, 28),
(2876, 27),
(2876, 47),
(2876, 24),
(2876, 52),
(2876, 34),
(2876, 41),
(2876, 26),
(2876, 46),
(2876, 48),
(2876, 8),
(9797, 39),
(9797, 15),
(9797, 32),
(9797, 21),
(9797, 28),
(9797, 7),
(9797, 1),
(9797, 27),
(9797, 51),
(9797, 16),
(9797, 36),
(9797, 24),
(9797, 48),
(9797, 47),
(9797, 20),
(9797, 6),
(9797, 34),
(9797, 52),
(9797, 2),
(9797, 26),
(9797, 8),
(5371, 39),
(5371, 15),
(5371, 32),
(5371, 21),
(5371, 28),
(5371, 7),
(5371, 36),
(5371, 1),
(5371, 27),
(5371, 5),
(5371, 8),
(5371, 16),
(5371, 24),
(5371, 47),
(5371, 48),
(5371, 6),
(5371, 34),
(5371, 2),
(5371, 52),
(5371, 51),
(5371, 26),
(6573, 39),
(6573, 48),
(6573, 0),
(6573, 28),
(6573, 24),
(6573, 36),
(6573, 27),
(6573, 21),
(6573, 5),
(6573, 16),
(6573, 40),
(6573, 47),
(6573, 6),
(6573, 15),
(6573, 32),
(6573, 2),
(6573, 49),
(6573, 34),
(6573, 11),
(6573, 8),
(2827, 39),
(2827, 15),
(2827, 32),
(2827, 16),
